,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
4101,15968,27.0,4.9,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.51970719018
4102,12577,,,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Urban,12,20002.51970719018
4103,39828,29.0,4.8,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,23,20002.51970719018
4104,2044,32.0,4.2,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,32,20002.51970719018
4105,10720,32.0,4.5,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,20002.51970719018
4106,13801,23.0,4.9,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,13,20002.51970719018
4107,6770,25.0,4.6,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,25,20002.51970719018
4108,22957,37.0,3.5,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,36,20002.51970719018
4109,6927,39.0,4.8,Fog,Low,1,Meal,motorcycle,0.0,No,Urban,19,20002.51970719018
4110,43246,28.0,4.8,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,19,20002.51970719018
4111,16189,32.0,4.9,Sandstorms,High,1,Drinks,scooter,0.0,No,Metropolitian,28,20002.51970683426
4112,26360,35.0,4.9,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,16,20002.51970679367
4113,1036,38.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,26,20002.519706793628
4114,36494,25.0,4.9,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,13,20002.519706793628
4115,17890,22.0,4.6,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.519706793628
4116,18676,24.0,4.9,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,38,20002.519706716215
4117,29773,23.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,43,20002.519706716215
4118,32845,29.0,4.9,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,23,20002.519706715106
4119,40670,37.0,3.9,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,33,20002.519706715106
4120,42120,34.0,4.8,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,21,20002.519706715106
4121,33352,30.0,5.0,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,45,20002.519706713556
4122,40736,36.0,4.2,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,20002.519706713556
4123,21909,39.0,4.9,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.519706713556
4124,15526,24.0,5.0,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.519706705934
4125,42689,23.0,5.0,Windy,Jam,2,Snack,motorcycle,0.0,No,Urban,25,20002.519706705934
4126,36131,22.0,4.9,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.519706696417
4127,17116,25.0,4.9,Cloudy,High,1,Drinks,scooter,1.0,No,Urban,30,20002.519706687235
4128,42152,27.0,4.5,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,22,20002.519706687235
4129,23730,23.0,4.9,Sandstorms,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,15,20002.519706687235
4130,30356,24.0,4.7,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,20,20002.519706648593
4131,11802,26.0,4.8,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.519706648593
4132,35014,37.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,21,20002.51970664797
4133,27969,23.0,4.9,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.51970664797
4134,35946,24.0,4.8,Cloudy,Jam,1,Drinks,motorcycle,3.0,Yes,Metropolitian,44,20002.51970664797
4135,43481,33.0,4.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,45,20002.519706646683
4136,5321,39.0,4.2,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.519706646683
4137,402,20.0,4.7,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,29,20002.519706646683
4138,14187,22.0,4.7,Fog,Jam,2,Drinks,scooter,0.0,No,Metropolitian,22,20002.519706642986
4139,11720,31.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.519706642986
4140,38244,24.0,4.6,Stormy,High,1,Meal,motorcycle,1.0,No,Metropolitian,26,20002.519706642986
4141,38410,23.0,5.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,,22,20002.519706622377
4142,1360,22.0,4.7,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,26,20002.519706622377
4143,8517,22.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,16,20002.519706622377
4144,5343,20.0,5.0,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.51970659472
4145,35780,32.0,4.7,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,34,20002.51970659472
4146,43741,33.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,22,20002.51970659472
4147,238,20.0,4.8,Sunny,High,1,Snack,motorcycle,0.0,No,Metropolitian,14,20002.51970658786
4148,30093,31.0,4.8,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,15,20002.51970658786
4149,27996,31.0,4.2,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,33,20002.51970658786
4150,31293,38.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,27,20002.51970658786
4151,34048,31.0,4.5,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,16,20002.519706533327
4152,30693,36.0,4.6,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,25,20002.519706533327
4153,13625,21.0,4.7,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Urban,11,20002.51970653144
4154,13535,28.0,4.7,Windy,Low,2,Drinks,motorcycle,0.0,No,Urban,12,20002.51970653144
4155,37046,24.0,5.0,Stormy,Medium,2,Snack,scooter,0.0,No,Urban,25,20002.51970653144
4156,24415,30.0,5.0,Fog,Jam,0,Buffet,motorcycle,2.0,Yes,Metropolitian,48,20002.51970653144
4157,11405,29.0,4.6,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,20002.519706530944
4158,32518,38.0,4.8,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,26,20002.519706528714
4159,6506,32.0,4.7,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.519706528714
4160,33120,25.0,4.6,Stormy,Medium,2,Meal,scooter,0.0,No,Urban,20,20002.519706528714
4161,15072,27.0,4.7,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.519705601793
4162,7875,32.0,4.6,Windy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,26,20002.519705601793
4163,1455,22.0,4.5,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,15,20002.519705601793
4164,4713,31.0,4.5,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,20002.519705601793
4165,11413,29.0,5.0,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.519705601793
4166,30766,38.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.519705601793
4167,20692,39.0,4.7,Fog,Jam,2,Meal,scooter,2.0,No,Metropolitian,49,20002.519705601793
4168,2587,33.0,4.9,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,20,20002.519705601793
4169,26560,21.0,4.5,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.51970556749
4170,24549,26.0,4.7,Windy,Jam,2,Snack,scooter,0.0,No,Urban,18,20002.51970556749
4171,42866,,,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,15,20002.51970556749
4172,35287,21.0,4.7,Windy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,20002.51970556749
4173,3842,39.0,4.3,Sandstorms,Medium,0,Drinks,motorcycle,3.0,No,Metropolitian,47,20002.51970556749
4174,14108,31.0,4.9,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.51970556749
4175,15169,31.0,4.4,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,43,20002.51970556749
4176,41417,28.0,4.9,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,16,20002.51970556749
4177,30755,,,Cloudy,Low,2,Snack,electric_scooter,,No,Metropolitian,14,20002.51970556749
4178,30721,24.0,4.6,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.51970556749
4179,21348,28.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,22,20002.51970556749
4180,13236,32.0,4.2,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,23,20002.51970556749
4181,33640,23.0,4.7,Stormy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,15,20002.51970556299
4182,41667,36.0,4.5,Windy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,41,20002.51970556299
4183,1076,38.0,4.5,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,36,20002.51970556299
4184,43051,,,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,19,20002.51970556299
4185,11850,39.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.51970556299
4186,34532,20.0,4.8,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,20002.51970556299
4187,41591,34.0,4.0,Sunny,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,41,20002.51970556299
4188,23971,22.0,4.9,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,12,20002.51970556299
4189,19394,29.0,4.7,Sandstorms,Low,1,Snack,scooter,0.0,No,,13,20002.51970556299
4190,40859,,,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,42,20002.51970556299
4191,494,21.0,4.6,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.51970556184
4192,26690,31.0,4.7,Fog,High,2,Drinks,electric_scooter,,No,Metropolitian,29,20002.51970556184
4193,28224,26.0,4.9,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,19,20002.51970556184
4194,37479,24.0,4.7,Fog,Jam,1,Drinks,scooter,1.0,No,Urban,43,20002.51970556184
4195,4582,26.0,5.0,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Urban,14,20002.51970556184
4196,12031,30.0,4.8,Windy,Low,1,Snack,scooter,0.0,No,Urban,24,20002.51970556184
4197,33208,36.0,4.7,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,41,20002.51970556184
4198,35096,32.0,4.8,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,53,20002.51970556184
4199,20306,39.0,4.6,Windy,Jam,2,Buffet,motorcycle,2.0,No,Urban,34,20002.51970556184
4200,785,29.0,5.0,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Urban,27,20002.51970556184
4201,31704,36.0,4.8,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,25,20002.519705560677
4202,4906,36.0,4.6,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,20002.519705560677
4203,39996,36.0,4.1,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,35,20002.519705560677
4204,23006,28.0,4.6,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,37,20002.519705560677
4205,21885,36.0,4.6,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,27,20002.519705560677
4206,42738,33.0,4.4,Cloudy,Low,2,Snack,motorcycle,2.0,No,Metropolitian,39,20002.519705560677
4207,32238,23.0,4.8,Sandstorms,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,25,20002.519705560677
4208,25673,24.0,4.5,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,20002.519705560677
4209,8711,29.0,3.9,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Semi-Urban,49,20002.51970555672
4210,32327,37.0,4.8,Sunny,Low,2,Meal,scooter,1.0,No,Urban,12,20002.51970555672
4211,22821,35.0,4.3,Sandstorms,Jam,0,Drinks,motorcycle,0.0,Yes,Urban,49,20002.51970555672
4212,33585,37.0,5.0,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.51970555672
4213,30886,,,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,28,20002.51970555672
4214,15894,30.0,4.9,Windy,Medium,1,Snack,scooter,0.0,No,,30,20002.51970555672
4215,10292,20.0,4.0,Cloudy,High,1,Buffet,scooter,1.0,No,Metropolitian,32,20002.51970555672
4216,21635,21.0,4.6,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.51970555672
4217,44890,20.0,4.9,Sandstorms,High,1,Snack,motorcycle,0.0,No,Metropolitian,21,20002.519705555784
4218,13141,21.0,4.6,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,29,20002.519705555784
4219,11340,39.0,,Windy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,43,20002.519705555784
4220,4295,39.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.519705555784
4221,18763,22.0,4.9,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,22,20002.519705555784
4222,27724,39.0,4.6,Fog,Low,2,Meal,electric_scooter,0.0,No,Urban,18,20002.519705555784
4223,42577,25.0,4.9,Sunny,Medium,2,Buffet,scooter,1.0,,Metropolitian,12,20002.519705555784
4224,17571,35.0,4.0,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,42,20002.519705555784
4225,24914,32.0,4.0,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,32,20002.519705555784
4226,14170,26.0,4.8,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,20002.519705555344
4227,42108,27.0,5.0,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,17,20002.519705555344
4228,31446,29.0,4.6,Windy,Medium,1,Drinks,motorcycle,0.0,No,Urban,21,20002.519705555344
4229,36088,28.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.519705555344
4230,25275,22.0,4.6,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.519705555344
4231,6059,20.0,5.0,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,14,20002.519705555344
4232,5506,24.0,4.8,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.519705555344
4233,3404,28.0,4.5,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.519705555344
4234,43905,30.0,4.0,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,45,20002.519705555344
4235,38635,,,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.51970554516
4236,1555,38.0,4.4,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,20002.51970554516
4237,20485,25.0,4.6,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,15,20002.51970554516
4238,2696,39.0,5.0,Stormy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.51970554516
4239,16160,21.0,5.0,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,17,20002.51970554516
4240,2396,26.0,4.6,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.51970554516
4241,12408,30.0,4.7,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,25,20002.51970554516
4242,27645,38.0,4.2,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,41,20002.51970554516
4243,41515,24.0,4.5,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.51970554516
4244,44649,33.0,4.6,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,21,20002.51970554516
4245,655,20.0,3.5,Sunny,Jam,0,Buffet,motorcycle,3.0,Yes,Semi-Urban,50,20002.51970554516
4246,15280,25.0,4.8,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Urban,17,20002.51970554516
4247,18005,39.0,4.7,Sandstorms,Medium,2,Drinks,scooter,,No,Metropolitian,28,20002.51970554422
4248,3326,22.0,4.7,Sunny,Low,2,Drinks,scooter,0.0,No,,22,20002.51970554422
4249,34034,29.0,4.6,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,13,20002.51970554422
4250,7488,24.0,4.5,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,24,20002.51970554422
4251,29067,26.0,4.7,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,14,20002.51970554422
4252,16199,29.0,4.6,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,19,20002.51970554422
4253,37032,,,,,3,Snack,bicycle,1.0,No,Metropolitian,30,20002.51970554422
4254,37548,37.0,4.6,Sandstorms,Low,2,Snack,motorcycle,1.0,No,Metropolitian,27,20002.51970554422
4255,25807,24.0,4.8,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,23,20002.51970554422
4256,30523,38.0,4.9,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,14,20002.51970554422
4257,13416,33.0,4.5,Windy,High,2,Buffet,electric_scooter,0.0,No,Urban,27,20002.519700318928
4258,22415,35.0,4.3,Cloudy,Low,1,Snack,motorcycle,0.0,No,Urban,35,20002.519700318928
4259,13971,27.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Urban,18,20002.519700318928
4260,21033,30.0,4.6,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,20,20002.519700318928
4261,19619,36.0,4.7,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.519700318928
4262,5658,32.0,4.3,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38,20002.519700318928
4263,39931,33.0,4.5,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,28,20002.519700318928
4264,9416,26.0,5.0,Cloudy,Low,2,Buffet,scooter,0.0,No,Urban,12,20002.519700318928
4265,23655,15.0,1.0,,,3,Snack,electric_scooter,1.0,No,Urban,15,20002.519700318928
4266,7497,31.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,38,20002.519700318928
4267,44635,36.0,4.6,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,23,20002.51970031767
4268,12545,21.0,4.8,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,12,20002.51970031767
4269,34815,29.0,4.9,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,29,20002.51970031767
4270,6053,37.0,4.6,Stormy,Medium,0,Snack,motorcycle,0.0,No,Urban,33,20002.51970031767
4271,31669,35.0,4.7,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.51970031767
4272,42806,32.0,4.9,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,23,20002.51970031767
4273,20638,37.0,4.7,Sunny,High,1,Meal,scooter,1.0,No,Metropolitian,24,20002.51970031767
4274,8491,25.0,5.0,Fog,Medium,1,Snack,motorcycle,1.0,No,Urban,16,20002.51970031767
4275,18286,24.0,4.8,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,23,20002.51970031767
4276,15084,29.0,4.7,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,10,20002.51970031767
4277,8827,24.0,4.9,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.51970031767
4278,326,39.0,4.4,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,46,20002.51970031767
4279,36429,28.0,4.7,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,10,20002.51970031767
4280,28311,38.0,4.9,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,35,20002.51970031689
4281,15224,28.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,29,20002.51970031689
4282,34210,33.0,3.5,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,34,20002.51970031689
4283,11717,39.0,4.3,Stormy,Jam,0,Snack,motorcycle,3.0,Yes,Metropolitian,52,20002.51970031689
4284,26747,35.0,4.8,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.51970031689
4285,16845,21.0,4.9,Stormy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,20,20002.51970031689
4286,9344,36.0,4.7,Sunny,High,0,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.51970031689
4287,31687,37.0,5.0,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,32,20002.51970031689
4288,16169,20.0,4.7,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Urban,16,20002.51970031689
4289,11996,24.0,4.7,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,16,20002.51970031689
4290,45350,35.0,4.6,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,27,20002.51970031689
4291,10060,38.0,4.5,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,30,20002.51970031689
4292,30882,29.0,4.5,Stormy,Low,2,Meal,electric_scooter,0.0,No,Urban,18,20002.51970031689
4293,9771,30.0,5.0,Sandstorms,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,36,20002.51970031689
4294,27769,33.0,4.7,Fog,Low,1,Buffet,motorcycle,0.0,No,Urban,15,20002.51970031689
4295,24184,24.0,4.6,Windy,Low,1,Drinks,scooter,1.0,No,Urban,16,20002.519700310542
4296,36985,20.0,4.9,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,18,20002.519700310542
4297,40545,20.0,4.0,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.519700310542
4298,19582,32.0,5.0,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.519700310542
4299,9384,24.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,20002.519700310542
4300,39670,38.0,3.7,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,39,20002.519700310542
4301,28877,20.0,4.9,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,19,20002.519700310542
4302,19003,33.0,5.0,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.519700310542
4303,2598,36.0,4.9,Fog,High,2,Snack,electric_scooter,1.0,No,Metropolitian,28,20002.519700310542
4304,16193,38.0,4.8,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,28,20002.519700310542
4305,32023,37.0,4.5,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,23,20002.51970030318
4306,36567,32.0,4.2,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,32,20002.51970030318
4307,34040,25.0,4.9,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.51970030318
4308,9109,30.0,4.5,Windy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,27,20002.51970030318
4309,1080,33.0,4.2,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,46,20002.51970030318
4310,3411,39.0,4.8,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,29,20002.51970030318
4311,6819,36.0,4.6,Sunny,Medium,1,Snack,motorcycle,1.0,No,,18,20002.51970030318
4312,23405,27.0,4.8,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,14,20002.51970030318
4313,21697,31.0,4.7,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,31,20002.51970030318
4314,24694,34.0,5.0,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,33,20002.51970030318
4315,44177,28.0,4.7,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,17,20002.519700269142
4316,26182,34.0,4.2,Windy,Jam,1,Snack,scooter,1.0,No,,32,20002.519700269142
4317,13125,29.0,4.8,Fog,Medium,1,Meal,scooter,0.0,No,Urban,18,20002.519700269142
4318,9809,30.0,4.9,Sunny,Medium,1,Snack,scooter,0.0,No,Metropolitian,29,20002.519700269142
4319,21115,27.0,4.7,Sunny,Jam,2,Meal,scooter,1.0,No,Urban,16,20002.519700269142
4320,19793,33.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,17,20002.519700269142
4321,28064,37.0,4.8,Stormy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.519700269142
4322,36307,32.0,4.6,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,34,20002.519700269142
4323,44582,28.0,5.0,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,40,20002.519700269142
4324,34396,34.0,4.0,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.519700269142
4325,23626,33.0,4.8,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,23,20002.51970026517
4326,32695,38.0,4.5,Windy,Medium,1,Meal,scooter,2.0,No,Metropolitian,37,20002.51970026517
4327,11159,31.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,29,20002.51970026517
4328,5329,33.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.51970026517
4329,35400,37.0,4.2,Sandstorms,Low,0,Meal,motorcycle,,No,Metropolitian,24,20002.51970026517
4330,13779,22.0,5.0,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,20,20002.51970026517
4331,10202,25.0,5.0,Stormy,High,1,Snack,scooter,0.0,No,Urban,20,20002.51970026517
4332,32212,,,,,3,Meal,motorcycle,1.0,No,Metropolitian,10,20002.51970026517
4333,12513,38.0,3.5,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,33,20002.51970026517
4334,30345,22.0,4.1,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,33,20002.51970026517
4335,3024,26.0,5.0,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,20,20002.51970026517
4336,4416,20.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.51970026517
4337,1090,24.0,4.5,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,23,20002.51970026517
4338,39277,33.0,4.9,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.51970026517
4339,21100,21.0,4.6,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,24,20002.519700257817
4340,17804,35.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,29,20002.519700257817
4341,31358,25.0,4.6,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Urban,12,20002.519700257817
4342,17019,36.0,4.7,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,25,20002.519700257817
4343,39784,31.0,4.3,Fog,High,1,Meal,motorcycle,0.0,No,Urban,33,20002.519700257817
4344,17680,39.0,3.9,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,35,20002.519700257817
4345,29959,22.0,4.9,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,32,20002.519700257817
4346,7857,38.0,5.0,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,27,20002.519700257817
