ID,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
8833,29,4.9,Windy,Low,1,Snack,scooter,0,No,Metropolitian,12,7.6833553
8834,25,4.6,Sandstorms,Low,2,Drinks,motorcycle,0,No,Metropolitian,15,3.116222885
8835,31,4.8,Cloudy,Jam,0,Buffet,motorcycle,0,No,Metropolitian,28,7.325157362
8836,27,4.6,Stormy,Jam,0,Meal,motorcycle,1,No,Metropolitian,39,11.91657558
8837,33,4.8,Fog,Low,1,Drinks,motorcycle,1,No,Metropolitian,27,14.15280069
8838,30,4.5,Fog,Medium,1,Buffet,scooter,0,No,Metropolitian,17,7.562491289
8839,26,4.5,Cloudy,Low,0,Snack,motorcycle,1,No,Metropolitian,16,9.193520994
8840,22,4.8,Stormy,Low,2,Meal,scooter,0,No,Metropolitian,19,3.073687982
8841,35,4.6,Stormy,Low,2,Snack,motorcycle,0,No,Metropolitian,29,17.07672543
8842,24,5,Sunny,Jam,1,Meal,motorcycle,0,No,,11,10.43324261
8843,22,4.8,Fog,Low,2,Snack,electric_scooter,0,No,Metropolitian,18,1.512691779
8844,20,4.8,Stormy,Low,2,Snack,electric_scooter,1,No,Metropolitian,16,13.61117181
8845,24,4.9,Fog,Jam,0,Meal,motorcycle,1,No,Metropolitian,22,7.562921045
8846,,,,,0,Buffet,motorcycle,1,No,Metropolitian,19,7.77224172
8847,35,4.9,Cloudy,High,1,Drinks,motorcycle,2,No,Urban,37,6.050094909
8848,22,4.7,Sunny,Jam,2,Drinks,electric_scooter,0,No,Urban,17,17.0779991
8849,,,Sandstorms,Jam,1,Meal,scooter,1,No,Metropolitian,33,9.326651352
8850,37,3.6,Stormy,Jam,1,Meal,scooter,2,No,Metropolitian,36,10.86506574
8851,37,4.5,Windy,Low,1,Buffet,motorcycle,0,No,Metropolitian,29,4.63248651
8852,38,4.3,Stormy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,36,16.64800433
8853,38,4.4,Windy,Jam,0,Snack,motorcycle,1,No,Metropolitian,33,7.65086281
8854,37,4,Cloudy,Low,0,Drinks,motorcycle,1,No,Metropolitian,35,14.02195709
8855,20,4.8,Stormy,Medium,2,Snack,motorcycle,1,No,Metropolitian,27,5.958759869
8856,,,,,3,Meal,scooter,1,No,Metropolitian,18,9.19270379
8857,39,4.6,Cloudy,Low,1,Meal,scooter,0,No,Metropolitian,15,3.116127222
8858,25,5,Stormy,Jam,2,Buffet,electric_scooter,1,No,Metropolitian,18,7.658776112
8859,36,5,Stormy,Medium,2,Buffet,electric_scooter,1,No,Metropolitian,30,20.96889945
8860,20,4.3,Cloudy,Jam,1,Buffet,scooter,1,No,Metropolitian,37,19.87987068
8861,23,4.7,Cloudy,Low,0,Snack,motorcycle,1,No,Metropolitian,15,1.560620788
8862,32,4.7,Sunny,Low,0,Drinks,motorcycle,1,No,Metropolitian,24,4.656945386
8863,34,4.7,Fog,Jam,0,Meal,motorcycle,1,Yes,Metropolitian,49,16.8245491
8864,36,4.8,Windy,Jam,2,Buffet,electric_scooter,1,No,Metropolitian,32,4.561152341
8865,25,4.6,Windy,Medium,2,Meal,motorcycle,0,No,Metropolitian,16,13.68216485
8866,30,4.1,Sunny,Jam,0,Snack,motorcycle,,No,Metropolitian,33,12.07361637
8867,25,4.9,Cloudy,Medium,1,Drinks,motorcycle,1,No,Urban,31,20.1809086
8868,34,4.6,Sunny,Low,0,Meal,motorcycle,1,No,Metropolitian,22,14.02229596
8869,30,4.2,Sunny,Jam,0,Meal,motorcycle,1,No,Metropolitian,38,19.97462743
8870,37,4.7,Cloudy,Medium,1,Drinks,motorcycle,1,No,Metropolitian,44,12.58026782
8871,30,4.5,Sunny,Low,2,Buffet,scooter,1,No,Metropolitian,20,14.04566216
8872,31,4.9,Cloudy,Medium,0,Snack,motorcycle,1,No,Metropolitian,36,10.64228343
8873,30,4.6,Windy,Low,2,Snack,motorcycle,0,No,Metropolitian,23,3.073618469
8874,31,3.8,Windy,Jam,2,Drinks,electric_scooter,1,No,Urban,41,20.25401004
8875,32,5,Cloudy,Low,1,Drinks,scooter,1,No,Metropolitian,17,1.572533727
8876,,,,,3,Drinks,electric_scooter,0,No,Urban,23,6.210864156
8877,39,4.9,Sandstorms,Low,0,Drinks,motorcycle,0,No,Metropolitian,20,10.90606522
8878,,,Sandstorms,Low,0,Snack,motorcycle,1,No,Metropolitian,27,9.314862687
8879,27,4.9,Fog,High,2,Snack,scooter,1,No,Metropolitian,22,6.146243658
8880,22,5,Fog,Jam,0,Meal,motorcycle,3,No,Metropolitian,46,13.83001623
8881,33,4.4,Windy,Jam,1,Meal,scooter,1,No,Metropolitian,32,11.91660644
8882,27,4.7,Sunny,Low,0,Drinks,motorcycle,1,No,Metropolitian,11,3.024980855
8883,26,4.8,Windy,Low,2,Buffet,motorcycle,,No,,10,7.719209968
8884,37,4.2,Fog,Medium,2,Drinks,scooter,2,No,Metropolitian,41,16.60119759
8885,34,4.7,Stormy,Low,1,Meal,scooter,1,No,,27,4.656990844
8886,27,4.7,Sandstorms,Medium,2,Meal,electric_scooter,1,No,Urban,27,12.58026782
8887,27,4.7,Cloudy,Jam,1,Meal,scooter,0,No,Metropolitian,22,7.65086281
8888,39,4.3,Sandstorms,Jam,2,Buffet,scooter,1,No,Metropolitian,32,13.99001951
8889,33,5,Windy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,38,13.98877756
8890,27,4.7,Windy,Low,1,Snack,scooter,1,No,Urban,17,9.435201537
8891,30,4.4,Stormy,Jam,1,Meal,motorcycle,1,No,Metropolitian,32,4.636103104
8892,32,4.7,Sandstorms,Medium,1,Buffet,motorcycle,1,No,Urban,29,4.663566689
8893,28,4.6,Fog,Low,0,Snack,motorcycle,0,No,Metropolitian,19,1.572533727
8894,34,4.8,Sandstorms,Low,0,Meal,motorcycle,1,No,Metropolitian,21,19.88498909
8895,25,4.5,Sunny,Medium,0,Snack,motorcycle,0,No,Metropolitian,23,8.929003109
8896,31,4.5,Sandstorms,Jam,1,Snack,scooter,1,No,Metropolitian,31,12.25768789
8897,22,4.5,Sandstorms,Low,1,Meal,motorcycle,,No,Metropolitian,16,1.509464257
8898,27,4.7,Sandstorms,Jam,1,Meal,motorcycle,1,No,Metropolitian,29,20.07164672
8899,20,4.5,Sunny,Jam,2,Meal,scooter,1,No,Urban,15,13.58308621
8900,28,4.5,Sunny,Low,0,Meal,motorcycle,0,No,Metropolitian,21,13.98985232
8901,37,4.3,Fog,Medium,1,Snack,scooter,0,No,Metropolitian,39,11.00773476
8902,34,4.5,Fog,Low,2,Snack,scooter,1,No,Urban,31,10.86730046
8903,30,4.4,Cloudy,High,2,Meal,electric_scooter,1,No,Metropolitian,33,6.210849324
8904,27,4.9,Sandstorms,Low,1,Meal,scooter,0,No,Urban,18,12.07165256
8905,37,4.7,Sunny,Medium,0,Meal,motorcycle,1,No,Metropolitian,26,12.4184805
8906,35,3.5,Windy,Jam,2,Meal,scooter,2,No,Metropolitian,44,19.97602755
8907,27,4.7,Sunny,Jam,0,Snack,motorcycle,1,No,Metropolitian,17,13.40589202
8908,35,4.7,Windy,Low,2,Buffet,motorcycle,1,No,Metropolitian,23,10.88088712
8909,25,5,Sandstorms,Medium,1,Meal,scooter,1,No,Metropolitian,26,16.47629339
8910,22,4.8,Fog,Low,2,Buffet,electric_scooter,0,No,Metropolitian,27,19.97609532
8911,26,4.7,Sandstorms,Low,0,Drinks,motorcycle,1,No,Urban,15,14.02232151
8912,35,4.7,Cloudy,High,0,Buffet,motorcycle,1,No,Metropolitian,33,6.290134678
8913,22,4.6,Windy,Jam,1,Buffet,scooter,1,No,Urban,16,12.41979429
8914,25,4.7,Cloudy,Medium,0,Meal,motorcycle,0,No,Metropolitian,24,7.790336734
8915,28,4.8,Stormy,Medium,1,Snack,scooter,0,No,Metropolitian,21,17.07672543
8916,21,4.9,Cloudy,Low,2,Buffet,scooter,1,No,Metropolitian,14,7.761486238
8917,30,3.6,Sandstorms,Jam,2,Snack,scooter,2,Yes,Metropolitian,42,19.68840741
8918,,,Windy,Medium,2,Drinks,motorcycle,0,No,Metropolitian,25,7.450185408
8919,39,4.4,Stormy,Medium,0,Snack,motorcycle,1,No,Metropolitian,34,4.717601092
8920,,,,,3,Drinks,scooter,0,No,Metropolitian,27,16451.50998
8921,26,4.3,Fog,Medium,1,Drinks,scooter,1,No,Metropolitian,33,19.62716787
8922,35,4.9,Fog,Jam,2,Meal,scooter,1,No,Metropolitian,35,10.58659527
8923,36,4.8,Sandstorms,Low,2,Snack,scooter,1,No,Metropolitian,20,2.976635344
8924,29,4,Cloudy,Medium,1,Drinks,scooter,0,No,Metropolitian,34,12.09909692
8925,36,5,Sunny,Medium,0,Meal,motorcycle,1,No,Metropolitian,24,4.610471743
8926,37,4,Sandstorms,High,1,Meal,motorcycle,,No,Urban,31,1.489792974
8927,32,4,Sandstorms,Jam,1,Snack,motorcycle,1,No,Metropolitian,31,4.674341511
8928,,,Fog,Low,2,Buffet,scooter,1,No,Metropolitian,38,13.68216485
8929,24,4.7,Cloudy,Low,1,Drinks,scooter,1,No,Urban,13,3.024980855
8930,24,5,Windy,High,1,Drinks,motorcycle,,No,Metropolitian,26,1.51261652
8931,31,3.7,Sandstorms,Jam,2,Buffet,scooter,1,No,Metropolitian,44,10.88093511
8932,24,3.2,Sunny,Low,1,Drinks,scooter,1,No,Metropolitian,38,11.00773476
8933,25,4.8,Stormy,Jam,1,Drinks,scooter,0,No,Urban,16,9.435201537
8934,34,4.7,Fog,Jam,0,Drinks,motorcycle,0,No,Metropolitian,46,13.7620971
8935,25,4.8,Cloudy,Jam,0,Meal,motorcycle,1,No,Metropolitian,38,10.88065185
8936,36,4.8,Cloudy,Low,1,Buffet,scooter,0,No,Urban,15,1.509357767
8937,39,4.5,Cloudy,Medium,2,Buffet,motorcycle,1,No,Metropolitian,15,8.790251284
8938,26,4.8,Cloudy,Jam,1,Snack,motorcycle,1,No,Metropolitian,29,9.435201537
8939,27,4.6,Fog,Low,1,Buffet,motorcycle,0,No,Metropolitian,28,17.07893409
8940,25,4.3,Sandstorms,High,0,Buffet,motorcycle,1,No,Metropolitian,34,6.210045163
8941,27,4.8,Windy,Medium,1,Snack,scooter,1,No,Metropolitian,27,12.11703643
8942,33,4.1,Stormy,Low,0,Buffet,motorcycle,1,No,,25,3.105083523
8943,39,4.6,Cloudy,Low,2,Buffet,scooter,1,No,Urban,28,13.42845338
8944,26,4.7,Sunny,Jam,2,Buffet,electric_scooter,0,No,Urban,10,9.077679565
8945,21,4.7,Cloudy,Low,0,Snack,motorcycle,1,No,Urban,16,3.061134014
8946,27,4.6,Stormy,Jam,1,Meal,motorcycle,1,No,Metropolitian,14,7.573462889
8947,23,4.7,Sunny,Jam,1,Snack,motorcycle,0,No,Metropolitian,13,7.772207464
8948,31,4.7,Cloudy,Medium,1,Buffet,motorcycle,1,No,Metropolitian,17,4.596632041
8949,26,4.5,Stormy,Low,0,Buffet,motorcycle,0,No,,22,16.78782051
8950,39,4.8,Windy,Jam,1,Drinks,motorcycle,1,No,Metropolitian,30,7.771834302
8951,37,4.8,Sunny,Low,1,Meal,motorcycle,1,,Metropolitian,10,1.529622753
8952,29,4.2,Windy,Low,0,Meal,motorcycle,1,No,Urban,28,3.105332274
8953,25,4.5,Sunny,Low,0,Meal,motorcycle,1,No,Metropolitian,19,3.145067435
8954,20,4.8,Stormy,Jam,2,Meal,electric_scooter,1,No,Metropolitian,28,12.29418749
8955,34,5,Windy,Jam,0,Snack,motorcycle,0,No,Urban,31,7.448303503
8956,24,4.5,Stormy,Low,1,Meal,scooter,1,No,Metropolitian,14,16.38159859
8957,30,5,Fog,Low,2,Snack,scooter,0,No,,17,1.536819947
8958,31,5,Sandstorms,Low,2,Buffet,scooter,,No,Metropolitian,23,20.44292976
8959,24,4.9,Windy,Low,2,Buffet,motorcycle,0,No,Metropolitian,14,13.40703367
8960,22,4.6,Windy,Low,1,Meal,motorcycle,1,No,Metropolitian,12,19.66599261
8961,22,4.8,Cloudy,Low,2,Drinks,motorcycle,0,No,Metropolitian,25,17.13807459
8962,36,4.7,Sandstorms,Low,1,Buffet,motorcycle,1,No,Urban,25,14.15280069
8963,29,4.6,Fog,Jam,2,Snack,scooter,1,No,Metropolitian,24,7.762547475
8964,20,5,Fog,Low,0,Meal,motorcycle,0,No,Metropolitian,22,20.44292976
8965,32,4.9,Sunny,Jam,0,Meal,motorcycle,1,No,Metropolitian,24,7.762480219
8966,32,4.7,Cloudy,Jam,2,Buffet,motorcycle,3,No,Metropolitian,49,17.09707394
8967,39,4.8,Fog,Low,1,Meal,motorcycle,1,No,Urban,18,2.984608226
8968,38,4.4,Stormy,Medium,2,Buffet,electric_scooter,2,No,Metropolitian,38,11.00773476
8969,29,4.5,Windy,Medium,1,Meal,motorcycle,0,No,Urban,16,10.86586609
8970,38,4.9,Windy,Low,2,Snack,scooter,0,No,Metropolitian,23,4.405497911
8971,24,4.8,Fog,Low,2,Snack,scooter,0,No,Metropolitian,24,12.43614846
8972,21,4.7,Sandstorms,Jam,2,Snack,electric_scooter,1,No,Urban,29,12.58026782
8973,21,5,Sunny,Jam,1,Snack,motorcycle,0,No,Metropolitian,18,10.75677007
8974,30,4.7,Sandstorms,Medium,2,Meal,scooter,1,No,Metropolitian,32,9.087965501
8975,29,4.5,Cloudy,Low,2,Meal,scooter,0,No,Metropolitian,17,3.105268884
8976,34,4.4,Stormy,Jam,1,Drinks,motorcycle,0,No,Metropolitian,42,13.99019214
8977,36,4.6,Stormy,Medium,1,Drinks,motorcycle,1,No,Metropolitian,32,4.596576884
8978,30,4.5,Fog,Jam,0,Snack,motorcycle,0,No,Metropolitian,47,19.61919671
8979,31,4.4,Cloudy,Low,0,Snack,motorcycle,1,No,Metropolitian,38,17.0786655
8980,23,4.8,Cloudy,Low,0,Meal,motorcycle,1,No,Metropolitian,21,13.762197
8981,23,4.9,Stormy,Low,2,Drinks,electric_scooter,1,No,Metropolitian,15,3.024980855
8982,37,4.4,Stormy,High,0,Drinks,motorcycle,1,No,Semi-Urban,49,6.050551152
8983,50,6,,,3,Drinks,electric_scooter,0,No,,17,17179.08134
8984,28,4.6,Fog,Low,0,Meal,motorcycle,0,No,Metropolitian,18,3.064463857
8985,31,4.6,Fog,Medium,2,Buffet,electric_scooter,0,No,Metropolitian,17,9.435201537
8986,36,4.5,Windy,Low,0,Drinks,motorcycle,1,No,Metropolitian,27,12.2576197
8987,35,4.6,Fog,Low,2,Buffet,scooter,0,No,Urban,18,3.145067435
8988,33,4.6,Windy,Jam,2,Meal,electric_scooter,1,No,Metropolitian,30,20.20631642
8989,33,4,Stormy,Medium,0,Snack,motorcycle,1,No,Metropolitian,32,6.119039466
8990,32,4.8,Stormy,Low,0,Snack,motorcycle,0,No,Metropolitian,27,10.88095074
8991,29,4.7,Stormy,Medium,0,Drinks,motorcycle,0,No,Metropolitian,13,6.050084992
8992,30,4.7,Cloudy,Low,1,Meal,scooter,1,No,Metropolitian,15,3.116455384
8993,24,5,Sunny,Low,2,Meal,motorcycle,1,No,Metropolitian,17,1.558137236
8994,32,4.7,Cloudy,High,0,Buffet,motorcycle,1,No,Metropolitian,31,6.218134915
8995,21,5,Fog,Low,0,Snack,motorcycle,0,No,Metropolitian,18,1.55458166
8996,32,4.7,Cloudy,Medium,2,Meal,electric_scooter,1,No,Urban,16,7.546712475
8997,25,4,Stormy,Low,0,Buffet,motorcycle,1,No,Metropolitian,24,1.529506203
8998,30,4.7,Sunny,Jam,1,Meal,scooter,1,No,Metropolitian,25,13.7620971
8999,30,4.9,Fog,Low,1,Drinks,scooter,0,No,Metropolitian,15,3.058551496
9000,32,4,Windy,Medium,0,Meal,motorcycle,1,No,Metropolitian,36,17.29786575
9001,37,4.9,Fog,Medium,1,Drinks,scooter,0,No,Urban,15,7.573467822
9002,29,4.5,Fog,Medium,0,Drinks,motorcycle,1,No,Metropolitian,37,13.40600055
9003,35,4.7,Sunny,Jam,2,Buffet,motorcycle,1,No,Metropolitian,20,4.682100175
9004,37,4.5,Fog,Medium,2,Buffet,electric_scooter,0,No,Urban,19,6.081142188
9005,31,5,Cloudy,Low,2,Buffet,scooter,0,No,Metropolitian,16,9.327055824
9006,24,4.7,Windy,Jam,2,Meal,scooter,1,No,Metropolitian,18,10.70546848
9007,22,4.3,Sandstorms,Low,0,Buffet,motorcycle,1,No,Metropolitian,29,1.55454402
9008,25,4.9,Windy,Jam,2,Meal,scooter,0,No,,15,10.86866752
9009,26,4.8,Windy,Low,2,Buffet,scooter,0,No,Metropolitian,14,3.025332707
9010,32,3.5,Fog,Low,2,Buffet,motorcycle,1,No,Metropolitian,35,12.25702135
9011,32,4.2,Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,22,1.558073929
9012,36,4.6,Sunny,Low,0,Snack,motorcycle,1,No,Metropolitian,28,3.025332707
9013,24,4.6,Fog,Jam,1,Drinks,motorcycle,1,No,Metropolitian,38,13.18448444
9014,37,4.5,Fog,Low,2,Buffet,scooter,1,No,Metropolitian,17,4.674333788
9015,36,4.9,Sunny,Low,1,Meal,scooter,1,No,Metropolitian,24,12.09876196
9016,32,4.9,Sandstorms,Low,0,Drinks,motorcycle,1,No,Metropolitian,27,10.90625737
9017,36,4.9,Stormy,Medium,1,Meal,motorcycle,,No,Metropolitian,25,7.562317945
9018,,,Windy,Jam,1,Meal,motorcycle,1,No,Urban,21,14.15280069
9019,26,4.6,Windy,Low,1,Drinks,scooter,1,No,Metropolitian,16,11.91660644
9020,,,Windy,Jam,2,Buffet,motorcycle,1,No,Metropolitian,43,17221.06159
9021,35,4.8,Sunny,Jam,1,Drinks,motorcycle,1,No,Metropolitian,19,9.075387359
9022,22,4.6,Sunny,Medium,2,Snack,electric_scooter,1,No,Metropolitian,12,10.90628904
9023,35,4.9,Sandstorms,Low,2,Buffet,scooter,0,No,Metropolitian,20,3.108988331
9024,,,Sunny,Low,1,Snack,scooter,1,No,,19,7.72666198
9025,34,4.6,Cloudy,High,0,Meal,motorcycle,1,No,Metropolitian,27,6.116387229
9026,38,4.9,Windy,Low,2,Buffet,electric_scooter,1,No,Metropolitian,23,17.09765155
9027,20,4.4,Fog,Jam,2,Snack,electric_scooter,1,No,Metropolitian,34,14.15280069
9028,36,4.3,Stormy,High,2,Snack,scooter,1,No,Metropolitian,31,3.121123241
9029,25,4.8,Sunny,Low,0,Meal,motorcycle,0,No,Urban,14,3.025279773
9030,24,4.7,Stormy,Low,1,Drinks,motorcycle,1,No,Metropolitian,18,1.489842491
9031,36,4.9,Sunny,Jam,1,Drinks,motorcycle,1,No,Metropolitian,15,19.6186451
9032,24,4.9,Cloudy,Jam,2,Drinks,electric_scooter,1,No,Metropolitian,29,7.80304713
9033,38,4.8,Fog,Medium,2,Drinks,motorcycle,2,Yes,Metropolitian,40,16.15345251
9034,,,Stormy,Low,2,Drinks,scooter,0,No,Metropolitian,24,12.58026782
9035,37,4.6,Stormy,Low,1,Snack,motorcycle,0,No,Metropolitian,22,10.41706158
9036,22,4.7,Windy,Jam,2,Meal,motorcycle,0,No,Metropolitian,23,16.3884782
9037,35,4.5,Windy,Jam,1,Meal,scooter,0,No,Metropolitian,30,9.193021333
9038,36,4.6,Sunny,Jam,1,Snack,motorcycle,1,No,Metropolitian,23,9.220397883
9039,23,4.9,Cloudy,Low,1,Meal,scooter,0,No,Metropolitian,10,7.461087393
9040,23,4.8,Cloudy,Jam,0,Snack,motorcycle,0,No,Metropolitian,45,17.29786575
9041,22,4.6,Sandstorms,Jam,0,Drinks,motorcycle,0,No,Metropolitian,25,13.6809874
9042,23,4.8,Sunny,Medium,1,Meal,motorcycle,1,No,Metropolitian,13,4.537513326
9043,33,4.9,Cloudy,Medium,0,Snack,motorcycle,0,Yes,Metropolitian,41,13.82967763
9044,20,4.8,Sunny,Low,0,Meal,motorcycle,1,No,Urban,13,4.610471743
9045,20,5,Stormy,Jam,0,Snack,motorcycle,1,No,Metropolitian,35,4.610365144
9046,23,4.8,Cloudy,High,1,Buffet,motorcycle,1,No,Metropolitian,33,1.514804893
9047,33,4.4,Fog,High,1,Meal,motorcycle,1,No,Metropolitian,36,6.210061176
9048,38,4.9,Cloudy,Low,2,Meal,motorcycle,0,No,Metropolitian,28,14.15280069
9049,35,4.3,Sandstorms,Medium,1,Drinks,scooter,1,No,Metropolitian,37,10.72467209
9050,33,5,Cloudy,Medium,0,Snack,motorcycle,1,No,Metropolitian,33,4.656649028
9051,31,4.9,Sunny,Low,2,Snack,electric_scooter,1,No,Metropolitian,19,3.020135362
9052,25,5,Fog,Low,1,Meal,motorcycle,1,No,Metropolitian,17,1.536850377
9053,,,Sandstorms,High,2,Buffet,scooter,1,No,Urban,22,6.116927322
9054,26,4.7,Fog,Low,0,Drinks,motorcycle,1,No,Metropolitian,17,3.105095438
9055,37,4.7,Sunny,Medium,2,Drinks,scooter,0,No,Metropolitian,22,6.290134678
9056,32,4.8,Stormy,Medium,0,Meal,motorcycle,1,No,Metropolitian,47,20.17751999
9057,39,4.8,Sandstorms,Jam,2,Buffet,electric_scooter,0,No,Metropolitian,26,7.772466272
9058,30,4.5,Fog,Jam,2,Drinks,scooter,1,No,Urban,27,8.936297425
9059,29,4.9,Cloudy,Low,2,Snack,scooter,1,No,Urban,26,10.58682403
9060,35,4.4,Stormy,High,2,Meal,scooter,2,No,Urban,33,1.558114849
9061,37,4.7,Cloudy,Medium,0,Snack,motorcycle,1,No,,44,17.09789681
9062,21,5,Sunny,Medium,0,Drinks,motorcycle,1,No,Metropolitian,25,19.76009152
9063,35,4.7,Cloudy,Low,1,Buffet,scooter,1,No,Urban,18,2.979495143
9064,30,4.5,Sandstorms,Low,0,Meal,motorcycle,1,No,Metropolitian,21,19.61873935
9065,29,4.8,Windy,Medium,2,Meal,motorcycle,1,No,Metropolitian,26,9.193520994
9066,,,Stormy,Jam,1,Snack,motorcycle,0,No,Metropolitian,25,13.96884202
9067,21,4.8,Sandstorms,Jam,2,Snack,scooter,,No,Metropolitian,16,10.86735291
9068,37,4,Stormy,Jam,0,Snack,motorcycle,3,No,Metropolitian,54,13.61158511
9069,26,4.7,Stormy,Medium,0,Meal,motorcycle,0,No,Metropolitian,24,12.20974052
9070,24,4.5,Cloudy,Medium,1,Buffet,scooter,0,No,Metropolitian,28,16.65944058
9071,27,4.6,Sandstorms,Low,0,Meal,motorcycle,1,No,Metropolitian,16,20.85186291
9072,,,Fog,Medium,2,Meal,motorcycle,1,No,Metropolitian,34,16.98063258
9073,21,5,Windy,Medium,1,Meal,scooter,1,No,Metropolitian,26,14.15280069
9074,,,,,2,Snack,motorcycle,1,No,Metropolitian,33,1.529484173
9075,22,4.7,Cloudy,Medium,0,Buffet,motorcycle,0,No,Metropolitian,21,5.958847028
9076,38,4.8,Cloudy,Medium,0,Snack,motorcycle,1,No,Metropolitian,29,7.658776112
9077,37,4.2,Windy,Medium,0,Drinks,motorcycle,2,No,Metropolitian,45,13.61142863
9078,39,4.8,Windy,Low,0,Buffet,motorcycle,1,No,Urban,20,11.00773476
9079,34,4.3,Sandstorms,Low,0,Buffet,motorcycle,0,No,Metropolitian,29,2.98451069
9080,25,5,Cloudy,High,1,Drinks,scooter,1,No,Urban,32,1.552556982
9081,27,4.7,Fog,Jam,0,Snack,motorcycle,1,No,Metropolitian,29,7.76260024
9082,23,5,Sunny,Low,1,Buffet,scooter,0,No,Urban,17,1.512565444
9083,31,4.8,Windy,Low,0,Snack,motorcycle,1,No,Metropolitian,23,10.68378311
9084,24,5,Cloudy,Jam,2,Meal,scooter,2,No,Metropolitian,34,9.075387359
9085,33,4.6,Sunny,Jam,1,Meal,scooter,1,No,Metropolitian,20,16.81997876
9086,38,4.5,Sunny,Medium,1,Drinks,motorcycle,1,No,Metropolitian,29,10.56454052
9087,25,4.5,Windy,Jam,1,Meal,motorcycle,0,No,Metropolitian,11,7.601800335
9088,,,Sandstorms,Jam,1,Drinks,scooter,1,No,Metropolitian,34,16.98227692
9089,22,4.6,Stormy,Medium,2,Meal,scooter,1,No,Urban,22,4.663545221
9090,27,4.6,Sandstorms,Low,2,Meal,scooter,0,No,Metropolitian,12,4.5282824
9091,22,4.6,Windy,Jam,2,Drinks,motorcycle,1,No,Metropolitian,15,9.074744674
9092,21,4.6,Sandstorms,Medium,2,Buffet,electric_scooter,0,No,Metropolitian,26,6.217851598
9093,21,4.7,Windy,Medium,1,Meal,motorcycle,1,No,Urban,28,7.562108718
9094,38,4.6,Windy,Jam,2,Meal,motorcycle,0,No,Metropolitian,25,7.601800335
9095,22,4.9,Stormy,Low,1,Buffet,motorcycle,0,No,Metropolitian,13,13.61385033
9096,24,4.4,Cloudy,Medium,1,Buffet,motorcycle,0,No,Metropolitian,32,10.56459693
9097,22,4.9,Fog,Medium,1,Buffet,motorcycle,1,No,Metropolitian,32,10.86621515
9098,32,4.6,Cloudy,Jam,2,Buffet,electric_scooter,1,No,Urban,40,16.47614438
9099,21,4.8,Sunny,Medium,1,Meal,motorcycle,0,No,Urban,12,6.210145663
9100,28,4.7,Sunny,Medium,0,Meal,motorcycle,0,No,Metropolitian,21,6.117761954
9101,29,4.6,Sunny,Medium,0,Snack,motorcycle,,No,Metropolitian,17,6.147092756
9102,33,4.9,Fog,Jam,1,Snack,motorcycle,0,No,Urban,30,4.717601092
9103,25,4.6,Windy,Jam,0,Snack,motorcycle,1,No,Metropolitian,26,19.36320422
9104,34,4.1,Windy,Jam,1,Snack,scooter,1,No,Metropolitian,39,19.88336063
9105,21,4.7,Windy,High,2,Drinks,electric_scooter,1,No,Metropolitian,19,6.232373004
9106,37,4.3,Stormy,Low,0,Drinks,motorcycle,1,No,Metropolitian,23,4.657625567
9107,,,Sunny,Medium,0,Meal,motorcycle,1,No,Metropolitian,32,12.41957263
9108,26,4.1,Cloudy,Medium,1,Snack,motorcycle,1,No,Metropolitian,31,12.58026782
9109,34,4.9,Sunny,Medium,0,Snack,motorcycle,1,No,Metropolitian,35,17.07671298
9110,28,4.6,Windy,Low,2,Buffet,scooter,1,No,Urban,19,1.53683344
9111,35,3.7,Cloudy,Low,1,Meal,motorcycle,0,No,Metropolitian,37,16.8253834
9112,30,4.7,Sandstorms,Jam,0,Buffet,motorcycle,1,No,Semi-Urban,54,16.90169066
9113,20,4.6,Cloudy,Medium,1,Drinks,scooter,0,No,Metropolitian,17,6.12836394
9114,25,4.6,Windy,Low,1,Buffet,motorcycle,1,No,Urban,17,3.087792604
9115,22,4.9,Stormy,Jam,1,Meal,motorcycle,1,No,Urban,17,12.35111872
9116,29,4.3,Sandstorms,Low,0,Buffet,motorcycle,0,No,Metropolitian,27,1.552301248
9117,20,4.7,Cloudy,Low,2,Snack,electric_scooter,0,No,Metropolitian,17,3.145067435
9118,39,4.5,Sunny,High,1,Drinks,motorcycle,1,No,Metropolitian,19,3.064398873
9119,33,4.8,Sandstorms,Jam,1,Buffet,motorcycle,1,No,Metropolitian,26,12.08007468
9120,20,4.3,Cloudy,Jam,2,Buffet,scooter,0,No,Metropolitian,41,19.7602788
9121,20,4.6,Stormy,Low,1,Drinks,motorcycle,0,No,Metropolitian,14,20.25358438
9122,26,4.8,Fog,Low,1,Meal,motorcycle,1,No,Metropolitian,16,4.587761379
9123,35,4.7,Sandstorms,Jam,0,Drinks,motorcycle,1,Yes,Semi-Urban,52,19.36274047
9124,23,4.8,Cloudy,Low,1,Meal,motorcycle,0,No,Metropolitian,19,7.601876617
9125,23,4.2,Windy,Medium,0,Drinks,motorcycle,0,No,Metropolitian,34,11.00773476
9126,28,4.7,Cloudy,Low,2,Snack,scooter,1,No,Metropolitian,21,13.97194896
